layer,head,q_entropy_range,k_entropy_range,range_ratio,q_slope,k_slope,slope_ratio,q_r2,k_r2
12,0,1.8448798656463623,1.8448798656463623,1.0,-0.8297873991652059,-0.8297412440063375,1.0000556259667719,-0.8969251019977206,-0.8969118999363663
