layer,head,gain_entropy,gain_max_attn,r_squared_entropy,r_squared_max_attn,is_monotonic_entropy,is_monotonic_max_attn,baseline_entropy,baseline_max_attn,abs_gain_max_attn,gain_category
23,15,-3.1552482919804152,0.5850448499938958,0.9509409782560373,0.9708773017076294,True,True,3.380655527114868,0.42589321732521057,0.5850448499938958,medium
23,16,-1.9633855423715085,0.33038627589585357,0.9463862503958473,0.9495962543794593,True,True,4.016878128051758,0.2293200045824051,0.33038627589585357,medium
23,17,-2.4238909787653027,0.43045781997986066,0.944288711776571,0.9590407239842117,True,True,3.8148672580718994,0.2986958920955658,0.43045781997986066,medium
23,18,-4.092185653270891,0.7448117496809148,0.9803697361304481,0.9896214212038631,True,True,2.313713550567627,0.6464683413505554,0.7448117496809148,high
23,19,-2.3576214322478517,0.4193595104439169,0.9509328782632805,0.9669566202359938,True,True,3.807002305984497,0.3071416914463043,0.4193595104439169,medium
23,20,-3.9329667615259583,0.7084672408783729,0.9907763698315167,0.9919117906293395,True,True,1.9174400568008423,0.6897746920585632,0.7084672408783729,medium
23,21,-3.108080510794497,0.5167629476228862,0.9755618382949057,0.980212624331794,True,True,3.0705816745758057,0.40578708052635193,0.5167629476228862,medium
23,22,-3.930621206968888,0.7056804950690486,0.9899116270197179,0.9926758204039831,True,True,2.0435006618499756,0.6686014533042908,0.7056804950690486,medium
23,23,-3.393038943514872,0.6304684355783731,0.9645813227185025,0.9793993521355226,True,True,3.0631043910980225,0.4844403564929962,0.6304684355783731,medium
23,24,-3.6955636705033257,0.6809450302365294,0.9689623389805276,0.9819688211689872,True,True,2.8216021060943604,0.5304388999938965,0.6809450302365294,medium
23,25,-2.9831028315260393,0.5435335546781028,0.966092152458135,0.9762993512084475,True,True,3.2561442852020264,0.41095829010009766,0.5435335546781028,medium
23,26,-3.54488189512668,0.6521730985321696,0.9719905018207684,0.9835597912667124,True,True,2.8648135662078857,0.515120267868042,0.6521730985321696,medium
23,27,-3.572337989521572,0.6639427723391824,0.9742235624072206,0.9844766989764825,True,True,2.768233299255371,0.5325929522514343,0.6639427723391824,medium
