scale,mean_entropy,mean_max_attn,mean_k_eff,std_entropy,std_max_attn,std_k_eff,n_tokens,layer,head,head_type
0.5,5.1175856590271,0.034336645156145096,199.46078491210938,0.9414437413215637,0.05809394270181656,114.82322692871094,510,12,0,target
0.75,4.931604385375977,0.05756949633359909,177.89019775390625,0.9752171635627747,0.08730076998472214,103.59947204589844,510,12,0,target
1.0,4.677762508392334,0.08896147459745407,153.60195922851562,1.0326510667800903,0.12244449555873871,91.74908447265625,510,12,0,target
1.25,4.375027179718018,0.12664923071861267,128.06666564941406,1.097039818763733,0.15518473088741302,80.18551635742188,510,12,0,target
1.5,4.046421051025391,0.16854023933410645,103.62352752685547,1.1474096775054932,0.1810351312160492,69.56849670410156,510,12,0,target
